126315223060709376,"We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z",positive,apple
126314687116750849,We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16,positive,apple
126311981564178432,---» RT @Apple No question bro. RT @AintEeenTrippin: Should I get dis iPhone or a EVO 3D?,positive,apple
126301956951117826,@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN,positive,apple
126287654093471745,At the bus with my iPhone ;) thxx @apple,positive,apple
126284506360578049,"@azee1v1 @apple @umber AppStore is well done, so is iTunes on the mobile devices.  I was talking about desktop app.",positive,apple
126263834968211456,NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad,positive,apple
126256230397259776,@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA,positive,apple
126195522691280896,@bkad5161 than apologize to @apple ;),positive,apple
126180209501286400,"Lmfao look at the argument I had with Siri !!
@ijustine @apple http://t.co/D4VjL7SI",positive,apple
126164430546403328,Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s,positive,apple
126140794078892033,Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now,positive,apple
126134400466419712,Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -,positive,apple
126116898051076096,"#Siri now knows who my dad, mom, brother and girlfriend is.  Thanks @apple",positive,apple
126116614495154176,Well at least the @apple store has amazing call waiting music! #need4s,positive,apple
126112836219973632,#sweet... #apple replaced my glass #probono. thank you @apple,positive,apple
126107965991297024,Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad,positive,apple
126104732426186752,"loving new technology from @apple iPhone 4s, mac air and iCloud are unreal #technology",positive,apple
126097426493878272,I'm loving this new IOS5 update :) @apple,positive,apple
126095744531832832,Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...,positive,apple
126084907343691776,Time to go get my iPhone 4s.  Looking forward to sticking it to the man by no longer paying for most texts.  Thanks @apple.,positive,apple
126076238375817216,#iCloud set up was flawless and works like a champ! To the Cloud @Apple,positive,apple
126075534894571520,@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!,positive,apple
126064519943426048,@apple loving the new IOS5 upgrade for the iPhone!,positive,apple
126063358037340161,Once again getting great customer service from the @apple store at millenia mall.,positive,apple
126059405941809152,Is it just me or is #iOS5 faster for the iPad? @apple,positive,apple
126057030996852737,making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH,positive,apple
126040074595999746,Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http://t.co/tmdFqRe1,positive,apple
126034495991328768,So yeah... @apple #iOS5 #readinglists have changed my life. #nowicanspendevenmoretimeonmyphone.,positive,apple
126026756623831041,@Apple Safari Reader owns the worldwide web,positive,apple
126019393460244481,I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out,positive,apple
126009748020658177,Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp,positive,apple
126008369562652672,"Kind of excited. On my way to my last class right now and then going to the @Apple store, so buy #MacOSC Snow Leopard and Lion :-)",positive,apple
126002597063696384,i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone,positive,apple
125999676972470272,"Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing, because you are doing it well! http://t.co/ZZc6bE0w",positive,apple
125978568726560768,"4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!",positive,apple
125974505385500672,.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear,positive,apple
125959059957485569,I just sent my grandma a post card using my #CardsApp thanks @Apple,positive,apple
125947912306954240,"@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to ""Will it blend?"" Glad to hear it's still alive.",positive,apple
125940394566483968,"God Bless @YouTube, @apple for  #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)",positive,apple
125925618486489088,Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :),positive,apple
125924446430183425,Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking.,positive,apple
125922999651139584,One word - #wow. RT @jldavid iPhone 4S First Weekend Sales Top Four Million: http://t.co/Zx5Pw0GT (via @apple),positive,apple
125902301931126785,RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple,positive,apple
125901202591461376,Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple,positive,apple
125900497327636480,Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone,positive,apple
125850288488841217,"Gone for a run, beautiful morning , man do I love iOS 5 @apple, #iPhone",positive,apple
125840039031738368,@apple your simply the best.,positive,apple
125794931439702016,I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: #MakeMeProud Drakes vers! Text tone: Nicki's,positive,apple
125728717942161408,"Day305, I'm thankful for the great customer service received today from @Apple via phone CS, new phone on the way #365daysofgratefulness",positive,apple
125722746100531200,Loving the new iPod update @apple,positive,apple
125717622728818688,@alexlindsay My wife upgraded her iPhone 4. I think Siri alone is worth the upgrade. Looking forward to @Apple continuing to enhance Siri.,positive,apple
125713935344214016,@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed,positive,apple
125712433087123456,Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/D7EeJHBT,positive,apple
125708639607599104,Loving my new #iPhone4S thanks @apple for #ios5,positive,apple
125681742760771584,@apple Siri is amazing,positive,apple
125677424565424128,"Meet #Siri, your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple",positive,apple
125667241978114048,"So, I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac",positive,apple
125664375364255744,I ♥ @Apple http://t.co/a8on3IAa,positive,apple
125662399217930240,@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry,positive,apple
125652668080336896,Loving #iOS5 !! #awesome @Apple,positive,apple
125648027045199873,"RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}",positive,apple
125643107260829697,@blackberry boo hiss!............@apple wuhu!!!!!!!! When will my berry powered technology actually work??,positive,apple
125628199269961729,@Apple's Siri is witchcraft.  What's next @googleresearch. 2 yr lead lost?,positive,apple
125623745284018176,"@Apple iOS 5 is sweet! Notifications, phone search covers mail now, wifi sync, iCloud backup and integrated Twitter are all well done.",positive,apple
125618466353983488,RT @katebetts: Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t. ...,positive,apple
125610372727193601,Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s,positive,apple
125596541028282369,Welcome to the twitter world @MarkStuver. This is due to #iOS5 and @apple thanks guys.,positive,apple
125585606100267008,Impressive service @apple genius bar metro centre. Power cable replaced free n booked in for screen replacement for free :- D,positive,apple
125562428200202240,RT @deb_lavoy: the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple,positive,apple
125561950376701952,the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple,positive,apple
125550135911518209,"My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job, @apple.",positive,apple
125547297072357376,It would have taken me 15 mins to write this with my #Blackberry. Thank u @Apple 4s for converting me and showing me the grass is greener!,positive,apple
125539788546781185,RT @herahussain: @RickySinghPT got a new backside for my eye phone! V impressed with @apple,positive,apple
125537993942515712,@RickySinghPT got a new backside for my eye phone! V impressed with @apple,positive,apple
125537578974851072,#iPhone 4S in Space http://t.co/jINNHVwz this is amazing #creative @apple your products inspire people to do unbelievable things,positive,apple
125524107386302465,Thank you @apple for making my iPad 2 feel like new again with your new iOS 5!,positive,apple
125501576952553472,Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple,positive,apple
125501281753251840,@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required,positive,apple
125495491701125120,New iOS 5 update is THE BEST. iloveyou @apple,positive,apple
125459338524499969,"Finally got my iPhone 4S, thanks @Apple. Stupid @att. Learned my lesson.",positive,apple
125455260801179648,"I absolutely love my iPhone 4S. Thank you, Steve and @apple.",positive,apple
125423290767507456,@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. #siri #ipod4s,positive,apple
125416879035658240,"dammit, listening to siri is making me want to upgrade. well played @apple.",positive,apple
125407532893224962,"Create new folders from within your photo album in #iOS5, finally!! Thanks @Apple, that's been a thorn in my side for a while. #newfeature",positive,apple
125402412147146752,@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!,positive,apple
125393816470568961,#iOS5 update submitted to @apple! Thanks for all the support!,positive,apple
125356807626559488,Awesome service from the @apple store in pc. Thanks chris!,positive,apple
125338216411828224,I am crazy about #iOS5 . The photo cropping is the best! @apple,positive,apple
125333598197911552,.@apple thanks for fixing this... http://t.co/wTj1ogDO,positive,apple
125313088160411649,@apple has changed life.,positive,apple
125309946723188736,Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!,positive,apple
125279987254300672,The #iphone4s is  amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple,positive,apple
125256305647693825,#iOs5 is nice and as it had to be ! Thanks @Apple,positive,apple
125252188065902592,Good support fm Kevin @apple #Bellevue store 4 biz customers TY!,positive,apple
125238017299451905,@Apple: Siri is amazing!!! I'm in love!,positive,apple
125165176772247552,Love love love iOS 5!! @apple,positive,apple
126418790706712576,RT @cjwallace03: So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. W ...,negative,apple
126417285559762944,"RT @Jewelz2611 @mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..",negative,apple
126416915664084992,"@mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..",negative,apple
126411162622496768,@apple why my tunes no go on my iPhone? iPhone lonely without them. silly #iOS5,negative,apple
126410591949697024,@apple needs to hurry up and release #iTunesMatch,negative,apple
126409696553861121,Why is  #Siri always down @apple,negative,apple
126408864387182593,I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple,negative,apple
126408052525105153,"@apple AirDrop #fail - Immediate ""declined your request."" every time",negative,apple
126405185630253056,Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s,negative,apple
126405040809312256,The one #iphone feature still missing since @apple first showed it.. Contacts pictures on the contacts list! Simple yet 5 major updates miss,negative,apple
126400637930979329,Asked siri is she dreams of electric sleep. Was disappointed that she didn't have a snippy answer.  Missed opportunity @apple,negative,apple
126393204550537216,FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO.,negative,apple
126392402083708928,"Oh, @apple. Steve obviously had nothing to do with iPhoto, as it's the perfect opposite of 'insanely great'. Get it fixed, please.",negative,apple
126385036441296896,"shit, shit, shit. IOS5 update ate all my apps, data and media just like @apple said it would. This is going to take some time to rebuild.",negative,apple
126382959711358976,. @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!,negative,apple
126382051661328385,Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance,negative,apple
126381519513194497,Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity,negative,apple
126380588822298625,"I am so done with @Att and @apple 's profitering and lack of customer service, so fucking down with both!!!",negative,apple
126377298650861568,@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.,negative,apple
126375381249966080,"@rogerweir no but I have the option of a  replacement iPhone 4s ?
Not sure if I want one after having 2 duff iPhones.
@O2 @iphone4s @apple",negative,apple
126372694118768640,So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?,negative,apple
126372040696541184,"You know @apple It's been almost a week since I paid for iTunes Match, I would really like to use it. Any ETA on a fix?",negative,apple
126363154837020672,removing all @apple shit.,negative,apple
126361483432038400,So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple,negative,apple
126358301393956866,@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em,negative,apple
126358272084152320,Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise,negative,apple
126357580741226496,"@bisquiat @Apple the upgrade just slows down my phone so much, it's stuck half the time. uch. thankfully no other damage. sucks for you :(",negative,apple
126357227727626240,@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.,negative,apple
126354628999778305,Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat,negative,apple
126351972948393984,@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO,negative,apple
126348169826148352,Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.,negative,apple
126344426854416385,"@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv",negative,apple
126343931117047808,Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!,negative,apple
126343679785959424,"@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the ""newest"" model are suckers...",negative,apple
126343214805426176,Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.,negative,apple
126334597431697408,@APPLE Wow @MOTOROLA Just crushed your dreams....,negative,apple
126331327271284736,"Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR",negative,apple
126327808803880960,"@apple, 
No, I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now",negative,apple
126324573384871936,"@Apple, on the #iPad with #iOS5, why has the Messages Icon been included when it can't be used?",negative,apple
126324389741473792,@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T,negative,apple
126324077513293824,Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii,negative,apple
126321169468100609,@apple why is my iPhone battery so crappy #fail,negative,apple
126320033369563138,My @Apple @macbook keyboard will not type :(,negative,apple
126310645443461121,"Why doesn't @apple iCloud sync Stickies? They've always been around, just nothing every progressed w/ them!! Why apple why?  @gruber",negative,apple
126309616391950336,"@apple, your new ""Save a Version"" function in Pages is absolutely the most awful, interrupting, counter-intuitive piece of crap in the world",negative,apple
126307071984545793,I hate my @apple computer.  Thats 3500 dollars down the drain.,negative,apple
126302386644975616,@apple my iPhone is charging very slowly!!!!!,negative,apple
126297326565330944,"@apple Wish I could pick month, day, and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!",negative,apple
126292335540699136,"@Apple iTunes is the worst program ever. For such a great phone, you make some awful software.",negative,apple
126286814578348032,One would think the voice recognition on the @apple tech support line would work a little better.,negative,apple
126283602571964416,"@apple $319 to repair my iPad 2, Apple you've lost me and my $700 a year, Android here I come!",negative,apple
126281019476291585,"@azee1v1 @apple @umber Proper consolidation, proper syncing, stop losing my PURCHASED items, checkboxes that do what you think they will do.",negative,apple
126280555980529664,@AsimRang @apple @umber the desktop app is wack though,negative,apple
126279811151831042,I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm,negative,apple
126257645282799616,Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #,negative,apple
126251052667375616,#DontBeMadAtMeBecause #Android is by far better than @Apple,negative,apple
126247557339947008,@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.,negative,apple
126243680129523712,@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt,negative,apple
126240605419487232,Hey @Apple: stop sending your automatically-depreciate-all-iPhones-older-than-the-4s signal. My #iPhone4 is dying rapidly processor-wise.,negative,apple
126238223537152001,Only thing bad about the new @canon camera is that it has two compact flash cards... not one of SD. SD goes in my @apple computer. Damn you!,negative,apple
126221894126022656,Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???,negative,apple
126189036644728832,fuck u @apple,negative,apple
126188946974720000,oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it,negative,apple
126188717902802944,why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple,negative,apple
126188686453907457,. if u need me just text me o wait u i wont get it cuz @apple fucks me every time #fuckingpissed,negative,apple
126167083334643713,Like @apple da fuck is this shit?  http://t.co/nb4DHlSg,negative,apple
126163250172801024,Damn it @Apple!! Whatchu done to my phone??,negative,apple
126158846375903233,"Samsung seeks iPhone 4S ban in Japan and Australia
Patent war intensifies with injunction sought against @Apple http://t.co/QmwjTvnk",negative,apple
126155291288023040,"@apple, why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail",negative,apple
126153311521996800,@apple #iOS.5 has been nothing but a pain in the ass no room for my music.. Or photos.. Or apps! Can I undo this garbage??,negative,apple
126150581558591488,"@apple the reservation system not working, shows no products avail let alone iphone 4s I had the site open in 3 browsers at 9 PM and nothing",negative,apple
126143926523539457,@albertmal88 remember @apple is evil. #icloud entering the #dropbox market,negative,apple
126141380409036800,I know a few others having same issue RT @Joelplane: 9% now on my second full charge of the day. Pissed @Apple,negative,apple
126141077131497472,9% now on my second full charge of the day. Pissed @Apple,negative,apple
126132919117938689,RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!,negative,apple
126131535211536384,I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!”,negative,apple
126129582326816769,iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use.,negative,apple
126128599030956032,"Deár iCloud I HATE U , AND I HOPE YOU DIE , YOU ARE THE WORST FUCKING INVENTION IN THE WORLD , FUCK YOUUUUUUUUUUUU #iCloud @apple @stevejobs",negative,apple
126127465155403777,i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @Apple,negative,apple
126118222746497025,Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!,negative,apple
126106964420857857,@apple u guys are gay,negative,apple
126099775417364480,"Restored my iPhone. STILL NO TEXTS. DEAR @APPLE Y NO LOVE, Y RESTRICTIONS ON MY SMS?  Y NO TEXTS.... #iOS5 #iOS5atemydingo",negative,apple
126096173198082048,none of my apps work after the new ios from @apple. what do i do?!?,negative,apple
126094194312876032,"Seemingly endless loop of calls to @apple, @ups, @verizonwireless to investigate my missing #iphone4s. #crankywithnophone",negative,apple
126089287660863488,@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!,negative,apple
126088404084588546,@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.,negative,apple
126085893353250816,"@chascouponmom @apple I get they are busy w/ the new phone, but I just wanted to buy a stylus. they made me wait forever outside & never",negative,apple
126084068298334208,"@apple @iphone Please deliver my daughter's i4s, she is driving me nuts #iphone",negative,apple
126079672386723840,"Hey @apple, the SMS full message is complete shit. Yes, I'm annoyed.",negative,apple
126075115686465536,Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6,negative,apple
126073520504569858,"@Apple your service experience is really fucking slipping (except for cute, eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg",negative,apple
126068917012668416,What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.,negative,apple
126063215842037760,Wow the Genius Bar Reservation Line @Apple is ridic right now - ___- I am not amused. #ugh,negative,apple
126054048972537856,"Where is my iPhone!?!?!?!
@apple",negative,apple
126053722966069248,@apple battery life suck on iOS 5,negative,apple
126050114518261760,An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.,negative,apple
126044756320075776,@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk.  Any plans for a new service for storage?,negative,apple
126044425964109824,"Hey @apple why can't I share a reminder list from my iPhone?
Also why can't I login to the iCloud webpage to modify sharing from my phone?",negative,apple
126037831301869568,Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade,negative,apple
126034507475337216,Can someone plz explain to me whhyy @apple is only distributing 2-3 phones per day to the sprint stores. I'm really ... http://t.co/uf9taK8f,negative,apple
126031969166434304,"GAH. @apple iOS 5 opens text messages painfully slow, on top of 3 restore attempts 2 succeed. Early adopterness gets better of me.",negative,apple
126030936084189184,Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread,negative,apple
126029733325582336,“@CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.” &lt;&lt; check Settings: 8 times more App usage in iOS 5,negative,apple
126021108641181696,As a huge podcast fan - I really feel like @Apple dropped the ball on this one. http://t.co/wvzPrbCI via @Carrypad,negative,apple
126018120983904256,I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN,negative,apple
126016585348558848,"“@carlton858: I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks.” in NZ?",negative,apple
126014999444467712,"I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks.",negative,apple
126012822936231936,Anyone else seeing missing signal bars on their #iPhone 3GS with an upgrade to #iOS5? cc/ @applecanada @apple @forstall,negative,apple
126008913400303616,RT @CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.,negative,apple
126006966312108032,"Updating to IOS5 with my regular iphone4 just made it slower and messed up.. @apple give me a free 4S and we can call it even, thanks",negative,apple
126006116168642560,"@apple If you want to know what customers think dont send updates with the ""noreply"" return address. Who invented that anyway. #useless",negative,apple
126003967552524288,"Every time I try the voice control on my iPod Touch to send an iMessage, it starts playing ""Who Knew"" by Pink.  Still not Flawless @Apple",negative,apple
126001775626031105,should be studying/ doing work but no I'm hold with @apple HURRY THE FUCK UP! #nopatience,negative,apple
126001635162992640,Ok Hindi keyboard in #iOS5 is something to cheer about.  But @apple  what about  support for 20+ missing Indian languages!? #FAIL,negative,apple
125999655011098624,"RT @ScottDugas: Warning: if iphone apps spontaneously loose data, it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade  ...",negative,apple
125996379913986048,@betweensundays Ah! Yeah...should be an option...hopefully @apple figures that out. Thx,negative,apple
125995264325599233,"""Waiting for items to copy"" in Itunes after everything DID copy goes on, and on, and on.  Come on @Apple, what the hell?",negative,apple
125994965183635456,@Apple unhappy again with service/product quality. Won't buy @Apple again.,negative,apple
125994596336533504,Lies @apple. the battery on this new iPhone4S is definitely not any better.,negative,apple
125989051101741056,"“@philipgrey: dear @apple, why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?”",negative,apple
125987979784224770,"Been on hold with @apple customer service for 25 minutes. Wow, lt's like they're #timewarnercable.",negative,apple
125980659415138304,"@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain, genius bar wants to replace the battery. Really?",negative,apple
125978454146551808,1st impressions  of #iOS5- Disappointed w upgrade restore. Lot of apps & folders missing @apple do  how much time went in2 orging it? #fail,negative,apple
125976113657823232,@PrJusto Don't question the @Apple they will remember your dissent!,negative,apple
125974886006005760,"@apple: Multiple times siri is ""having trouble connecting to the network.""  Siri needs servers (and some exercise!)",negative,apple
125974351035117568,RT @JimMcNiel: if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is havin ...,negative,apple
125973390283653120,"dear @apple, why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?",negative,apple
125969932285513728,Ugh. WTF is up with all the bottlenecks @paypal @apple?,negative,apple
125966385259098112,+1  RT @Doug_Newton: @apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!,negative,apple
125965988146585601,@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!,negative,apple
125965853769478144,if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?,negative,apple
125964314220830722,any chance @apple will release good headphones that dont blast music outside the ears? #iphone #ipod its quite obnoxious,negative,apple
125963262733991936,"@Apple - #Siri is not working due to ""network problem""? Seriously? Can you fix this? #iPhone4s #Fail",negative,apple
125961793926475776,"@electricsoup It has to connect to @Apple to process commands, which it is failing to do right now",negative,apple
125960026891362304,"See @Apple, that what's happen when you release iPhone 4S with same crappy design as the old phone!",negative,apple
125958961269702656,This. RT @bonkoif Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable,negative,apple
125958368773943296,Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable,negative,apple
125956505768960000,"Spoke to an @Apple rep on phone & could hear her tv blaring in the bg.  She said, ""I can't actually help u, just direct u back to the web""",negative,apple
